"title","link","date","ep.num","available"
"Mind Your Own Business","https://www.thisamericanlife.org/radio-archives/episode/530/transcript","07.18.2014",530,TRUE
"Got Your Back","https://www.thisamericanlife.org/radio-archives/episode/531/transcript","07.25.2014",531,TRUE
"Magic Words","https://www.thisamericanlife.org/radio-archives/episode/532/transcript","08.15.2014",532,TRUE
"It&#039;s Not the Product, It&#039;s the Person","https://www.thisamericanlife.org/radio-archives/episode/533/transcript","09.05.2014",533,TRUE
"A Not-So-Simple Majority","https://www.thisamericanlife.org/radio-archives/episode/534/transcript","09.12.2014",534,TRUE
"Origin Story 2014","https://www.thisamericanlife.org/radio-archives/episode/535/transcript","09.19.2014",535,TRUE
"The Secret Recordings of Carmen Segarra","https://www.thisamericanlife.org/radio-archives/episode/536/transcript","09.26.2014",536,TRUE
"The Alibi","https://www.thisamericanlife.org/radio-archives/episode/537/transcript","10.03.2014",537,TRUE
"Is This Working?","https://www.thisamericanlife.org/radio-archives/episode/538/transcript","10.17.2014",538,TRUE
"The Leap","https://www.thisamericanlife.org/radio-archives/episode/539/transcript","11.07.2014",539,TRUE
"A Front","https://www.thisamericanlife.org/radio-archives/episode/540/transcript","11.21.2014",540,TRUE
"Regrets, I&#039;ve Had a Few","https://www.thisamericanlife.org/radio-archives/episode/541/transcript","12.05.2014",541,TRUE
"Wait - Do You Have The Map?","https://www.thisamericanlife.org/radio-archives/episode/542/transcript","12.12.2014",542,TRUE
"Wake Up Now","https://www.thisamericanlife.org/radio-archives/episode/543/transcript","12.26.2014",543,TRUE
"Batman","https://www.thisamericanlife.org/radio-archives/episode/544/transcript","01.09.2015",544,TRUE
"If You Don’t Have Anything Nice to Say, SAY IT IN ALL CAPS","https://www.thisamericanlife.org/radio-archives/episode/545/transcript","01.23.2015",545,TRUE
"Burroughs 101","https://www.thisamericanlife.org/radio-archives/episode/546/transcript","01.30.2015",546,TRUE
"Cops See It Differently, Part One","https://www.thisamericanlife.org/radio-archives/episode/547/transcript","02.06.2015",547,TRUE
"Cops See It Differently, Part Two","https://www.thisamericanlife.org/radio-archives/episode/548/transcript","02.13.2015",548,TRUE
"Amateur Hour","https://www.thisamericanlife.org/radio-archives/episode/549/transcript","02.27.2015",549,TRUE
"Three Miles","https://www.thisamericanlife.org/radio-archives/episode/550/transcript","03.13.2015",550,TRUE
"Good Guys 2015","https://www.thisamericanlife.org/radio-archives/episode/551/transcript","03.20.2015",551,TRUE
"Need To Know Basis","https://www.thisamericanlife.org/radio-archives/episode/552/transcript","03.27.2015",552,TRUE
"Stuck In The Middle (2015)","https://www.thisamericanlife.org/radio-archives/episode/553/transcript","04.03.2015",553,TRUE
"Not It!","https://www.thisamericanlife.org/radio-archives/episode/554/transcript","04.10.2015",554,TRUE
"The Incredible Rarity of Changing Your Mind","https://www.thisamericanlife.org/radio-archives/episode/555/transcript","04.24.2015",555,TRUE
"Same Bed, Different Dreams","https://www.thisamericanlife.org/radio-archives/episode/556/transcript","05.01.2015",556,TRUE
"Birds &amp; Bees","https://www.thisamericanlife.org/radio-archives/episode/557/transcript","05.15.2015",557,TRUE
"Game Face","https://www.thisamericanlife.org/radio-archives/episode/558/transcript","05.29.2015",558,TRUE
"Captain&#039;s Log","https://www.thisamericanlife.org/radio-archives/episode/559/transcript","06.26.2015",559,TRUE
"Abdi and the Golden Ticket","https://www.thisamericanlife.org/radio-archives/episode/560/transcript","07.03.2015",560,TRUE
"NUMMI 2015","https://www.thisamericanlife.org/radio-archives/episode/561/transcript","07.17.2015",561,TRUE
"The Problem We All Live With","https://www.thisamericanlife.org/radio-archives/episode/562/transcript","07.31.2015",562,TRUE
"The Problem We All Live With - Part Two","https://www.thisamericanlife.org/radio-archives/episode/563/transcript","08.07.2015",563,TRUE
"Too Soon?","https://www.thisamericanlife.org/radio-archives/episode/564/transcript","08.14.2015",564,TRUE
"Lower 9 + 10","https://www.thisamericanlife.org/radio-archives/episode/565/transcript","08.28.2015",565,TRUE
"The Land of Make Believe","https://www.thisamericanlife.org/radio-archives/episode/566/transcript","09.11.2015",566,TRUE
"What’s Going On In There?","https://www.thisamericanlife.org/radio-archives/episode/567/transcript","09.18.2015",567,TRUE
"Human Spectacle 2015","https://www.thisamericanlife.org/radio-archives/episode/568/transcript","10.02.2015",568,TRUE
"Put a Bow on It","https://www.thisamericanlife.org/radio-archives/episode/569/transcript","10.09.2015",569,TRUE
"The Night In Question","https://www.thisamericanlife.org/radio-archives/episode/570/transcript","10.16.2015",570,TRUE
"The Heart Wants What It Wants","https://www.thisamericanlife.org/radio-archives/episode/571/transcript","10.30.2015",571,TRUE
"Transformers","https://www.thisamericanlife.org/radio-archives/episode/572/transcript","11.06.2015",572,TRUE
"Status Update","https://www.thisamericanlife.org/radio-archives/episode/573/transcript","11.27.2015",573,TRUE
"Sinatra&#039;s 100th Birthday","https://www.thisamericanlife.org/radio-archives/episode/574/transcript","12.11.2015",574,TRUE
"Poetry of Propaganda","https://www.thisamericanlife.org/radio-archives/episode/575/transcript","12.18.2015",575,TRUE
"Say Yes To Christmas","https://www.thisamericanlife.org/radio-archives/episode/576/transcript","12.25.2015",576,TRUE
"Something Only I Can See","https://www.thisamericanlife.org/radio-archives/episode/577/transcript","01.15.2016",577,TRUE
"I Thought I Knew You","https://www.thisamericanlife.org/radio-archives/episode/578/transcript","01.29.2016",578,TRUE
"My Damn Mind","https://www.thisamericanlife.org/radio-archives/episode/579/transcript","02.12.2016",579,TRUE
"That&#039;s One Way to Do It","https://www.thisamericanlife.org/radio-archives/episode/580/transcript","02.19.2016",580,TRUE
"Anatomy of Doubt ","https://www.thisamericanlife.org/radio-archives/episode/581/transcript","02.26.2016",581,TRUE
"When the Beasts Come Marching In","https://www.thisamericanlife.org/radio-archives/episode/582/transcript","03.11.2016",582,TRUE
"It’ll Make Sense When You’re Older","https://www.thisamericanlife.org/radio-archives/episode/583/transcript","03.25.2016",583,TRUE
"For Your Reconsideration","https://www.thisamericanlife.org/radio-archives/episode/584/transcript","04.08.2016",584,TRUE
"In Defense of Ignorance","https://www.thisamericanlife.org/radio-archives/episode/585/transcript","04.22.2016",585,TRUE
"Who Do We Think We Are?","https://www.thisamericanlife.org/radio-archives/episode/586/transcript","05.06.2016",586,TRUE
"The Perils of Intimacy","https://www.thisamericanlife.org/radio-archives/episode/587/transcript","05.27.2016",587,TRUE
"Mind Games 2016","https://www.thisamericanlife.org/radio-archives/episode/588/transcript","06.03.2016",588,TRUE
"Tell Me I’m Fat","https://www.thisamericanlife.org/radio-archives/episode/589/transcript","06.17.2016",589,TRUE
"Choosing Wrong","https://www.thisamericanlife.org/radio-archives/episode/590/transcript","06.24.2016",590,TRUE
"Get Your Money&#039;s Worth","https://www.thisamericanlife.org/radio-archives/episode/591/transcript","07.15.2016",591,TRUE
"Are We There Yet?","https://www.thisamericanlife.org/radio-archives/episode/592/transcript","07.29.2016",592,TRUE
"Don’t Have to Live Like a Refugee","https://www.thisamericanlife.org/radio-archives/episode/593/transcript","08.05.2016",593,TRUE
"My Summer Self","https://www.thisamericanlife.org/radio-archives/episode/594/transcript","08.12.2016",594,TRUE
"Deep End of the Pool","https://www.thisamericanlife.org/radio-archives/episode/595/transcript","08.26.2016",595,TRUE
"Becoming a Badger","https://www.thisamericanlife.org/radio-archives/episode/596/transcript","09.09.2016",596,TRUE
"One Last Thing Before I Go","https://www.thisamericanlife.org/radio-archives/episode/597/transcript","09.23.2016",597,TRUE
"My Undesirable Talent ","https://www.thisamericanlife.org/radio-archives/episode/598/transcript","10.07.2016",598,TRUE
"Seriously?","https://www.thisamericanlife.org/radio-archives/episode/599/transcript","10.21.2016",599,TRUE
"Will I Know Anyone at This Party? ","https://www.thisamericanlife.org/radio-archives/episode/600/transcript","10.28.2016",600,TRUE
